id,player_id,team,gm,name,last_name,discord_id,status,primary_pos,secondary_pos,hand,con,eye,pwr,spd,mov,cmd,vel,awr,discord_nickname,is_rookie,league,season,suffix,first_name,session_added,s_id
18,13063,CC,false,Socks Maybe,Maybe,127153687251517441,Active,CF,,L,3,2,2,5,,,,,Rorydawn,false,RLN,13,,,,R_13063
19,12033,JJ,true,Bob Katz,Katz,1060699834157387787,GM Only,,,,,,,,,,,,stxllar1,false,RLN,13,,,,R_12033
20,12002,JJ,true,Tor Tilla,Tilla,1376626705816354877,Active,P,,R,,,,,3,3,3,3,coach.tortilla,false,RLN,13,,,,R_12002
21,13036,JJ,false,Bob McGuire,McGuire,699270867711950979,Active,SS,UTIL,L,2,2,4,4,,,,,andrewdeadaim,false,RLN,13,,,,R_13036
22,13062,JJ,false,Brian Brain Drain Watertrack,Drain Watertrack,489088432560406528,Active,LF,,R,5,1,2,4,,,,,gutsy7450,false,RLN,13,,,,R_13062
23,13054,JJ,false,Coco Harreece,Harreece,936578475161165854,Active,3B,C,R,2,4,5,1,,,,,cocoharreece,false,RLN,13,,,,R_13054
24,13013,JJ,false,Cody Anderson,Anderson,94259070218809344,Active,1B,UTIL,R,5,5,1,1,,,,,socalpunk,false,RLN,13,,,,R_13013
25,8025,JJ,false,Don Bon,Bon,750790332802662400,Active,P,,L,,,,,4,2,4,2,sinister7252,false,RLN,13,,,,R_8025
26,13041,JJ,false,Elwyn Because,Because,967163968923787354,Active,CF,,R,3,2,3,4,,,,,jack.a.roe,false,RLN,13,,,,R_13041
27,13037,JJ,false,Gal Avant,Avant,693642982108168222,Active,2B,UTIL,L,3,3,2,4,4,3,3,2,galintehaxy,false,RLN,13,,,,R_13037
28,13049,JJ,false,Galacious Infinity,Infinity,631233272935874560,Active,3B,UTIL,R,4,4,1,3,,,,,infinitygd,false,RLN,13,,,,R_13049
29,13004,JJ,false,Henri Deschenes,Deschenes,1079237614298726620,Active,3B,UTIL,L,1,1,5,5,,,,,Willfthegod1,false,RLN,13,,,,R_13004
30,13011,JJ,false,J.G. Cobblestone,Cobblestone,130453950976491520,Active,LF,,R,1,4,4,3,,,,,froggydojo,false,RLN,13,,,,R_13011
31,13015,JJ,false,Lil Broski,Broski,1140708838320898172,Active,2B,UTIL,R,4,3,1,4,,,,,ItsmeBroski,false,RLN,13,,,,R_13015
32,13039,JJ,false,Max Muncy,Muncy,207737347922460673,Active,P,,L,4,3,4,1,5,2,3,2,fuwunk,false,RLN,13,,,,R_13039
33,13059,JJ,false,Oakwood Stud III,Stud,608074820449599730,Active,CF,,R,3,2,5,2,,,,,phr4kture,false,RLN,13,,,,R_13059
34,13057,JJ,false,Sara Rousseau,Rousseau,1288066104249421835,Active,P,,R,3,4,2,3,3,5,3,1,sarano1028,false,RLN,13,,,,R_13057
35,12007,SLS,true,Ahab Ceeley,Ceeley,246419735254663179,GM Only,,,,,,,,,,,,.charls.,false,RLN,,,,,R_12007
36,12016,SLS,true,Joey Tacoma,Tacoma,373927092225835010,GM Only,LF,,R,4,3,2,3,,,,,theloden,false,RLN,13,,,,R_12016
37,13025,SLS,false,Annabelle TheGlorious,TheGlorious,415686925173784577,Active,P,,R,,,,,4,4,3,1,i.frew.up,false,RLN,13,,,,R_13025
38,13044,SLS,false,Aurevoir Legs,Legs,142891478115549184,Retired,P,,L,,,,,4,4,3,1,aurevoirlegs,false,RLN,13,,,,R_13044
39,13060,SLS,false,Bud Weiser,Weiser,412072227706503169,Active,1B,C,R,3,4,4,1,,,,,Walkertxranger33,false,RLN,13,,,,R_13060
40,13038,SLS,false,C.S. Verdad,Verdad,417523709192962070,Active,3B,C,R,3,3,4,2,4,5,2,1,Jjoiner356,false,RLN,13,,,,R_13038
41,13040,SLS,false,Carter Kendall,Kendall,368503182130806784,Active,2B,C,R,3,3,1,5,4,3,3,2,joeyfg,false,RLN,13,,,,R_13040
42,13030,SLS,false,Dalan Howard,Howard,541750141585981460,Active,RF,,R,4,2,1,5,,,,,Tarmon2121,false,RLN,13,,,,R_13030
43,13052,SLS,false,Iceland Jeremiah Jones,Jeremiah Jones,505111811176267788,Active,CF,,L,5,1,1,5,,,,,kmax607,false,RLN,13,,,,R_13052
44,13016,SLS,false,Mac Dinger,Dinger,333705291944296449,Active,2B,UTIL,L,2,3,3,4,,,,,deltatango2700,false,RLN,13,,,,R_13016
45,13020,SLS,false,Ryder McGhee,McGhee,310213398874947584,Retired,1B,UTIL,L,3,4,4,1,,,,,fletchtopper,false,RLN,13,,,,R_13020
46,13046,SLS,false,Scott Huston,Huston,848269061329518603,Active,SS,UTIL,R,4,4,2,2,,,,,@realtrey19,false,RLN,13,,,,R_13046
47,13024,SLS,false,Skip Bellew,Bellew,558284546244739072,Active,LF,,L,4,2,4,2,,,,,Madball,false,RLN,13,,,,R_13024
48,13055,SLS,false,Slimothy James,James,308414882674638849,Active,2B,UTIL,R,4,3,2,3,,,,,Eggboi872,false,RLN,13,,,,R_13055
49,13005,SLS,false,Speed Shark,Shark,418204670486380554,Active,SS,C,R,3,4,1,4,,,,,speedshark,false,RLN,13,,,,R_13005
50,7041,SLS,false,Tyler Helman,Helman,828843487084150805,Active,P,,L,,,,,3,4,4,1,Chef Curry9457,false,RLN,13,,,,R_7041
51,13006,SLS,false,Xavier Lopez,Lopez,323992643929374721,Active,3B,UTIL,L,3,3,1,5,,,,,aid.f,false,RLN,13,,,,R_13006
52,13061,SLS,false,York Dundee,Dundee,1428241418350104726,Active,LF,,L,4,3,2,3,,,,,cr0c77,false,RLN,13,,,,R_13061
53,12014,TT,true,Sonny Wortzik,Wortzik,770420700740976640,GM Only,,,,,,,,,,,,tartonfink,false,RLN,13,,,,R_12014
54,9013,TT,true,Toastman,Toastman,478671938189918208,GM Only,,,,,,,,,,,,jtcmule,false,RLN,13,,,,R_9013
55,13034,TT,false,Alexander Duquense,Duquense,252546582631677962,Active,P,,R,,,,,2,4,5,1,benjamin_virginia,false,RLN,13,,,,R_13034
56,13056,TT,false,Calvin Briggs,Briggs,814229173316616222,Active,RF,,L,3,2,3,4,,,,,spiethimpediment,false,RLN,13,,,,R_13056
57,13010,TT,false,Cooper Simpson,Simpson,463361730534178816,Active,SS,UTIL,R,3,2,5,2,,,,,Deathstroke,false,RLN,13,,,,R_13010
58,13064,TT,false,Eight OEight,OEight,754058783168266251,Active,LF,,R,4,2,4,2,,,,,nasbase,false,RLN,13,,,,R_13064
59,12051,TT,false,Fat Lever,Lever,490935285736144896,Active,P,,L,,,,,3,3,3,3,chillsock,false,RLN,13,,,,R_12051
60,13050,TT,false,Graham Lowe,Lowe,167736580566417409,Active,2B,UTIL,R,4,2,4,2,,,,,Gramcrakr,false,RLN,13,,,,R_13050
61,13023,TT,false,Hamburger Pete Hamburg,Hamburg,228530271396298753,Active,3B,C,L,4,2,5,1,,,,,heathen7,false,RLN,13,,,,R_13023
62,13045,TT,false,Harry Richardson,Richardson,1492304559647752505,Active,3B,UTIL,L,2,1,5,4,,,,,Martini_Kyle,false,RLN,13,,,,R_13045
63,13007,TT,false,Jarek Park,Park,185579807260672000,Active,CF,,R,4,2,1,5,,,,,Calvino,false,RLN,13,,,,R_13007
64,13047,TT,false,Johnny Aardvark,Aardvark,804035469498122302,Active,SS,UTIL,L,3,3,3,3,,,,,tetntf,false,RLN,13,,,,R_13047
65,13029,TT,false,Mickey Scales,Scales,662464663019061248,Active,2B,UTIL,R,4,1,2,5,,,,,Nalex13,false,RLN,13,,,,R_13029
66,13028,TT,false,Mikey Reynolds,Reynolds,368921221582028801,Active,RF,,R,4,2,2,4,,,,,Altaine,false,RLN,13,,,,R_13028
67,13043,TT,false,Rabs Roland,Roland,549093477426790400,Active,C,CINF,L,2,5,4,1,,,,,XxRabscuttlexX,false,RLN,13,,,,R_13043
68,13035,TT,false,Rusty Hammerschlagen,Hammerschlagen,569909171294830632,Active,1B,C,R,3,4,4,1,3,4,4,1,TheComedian922,false,RLN,13,,,,R_13035
69,13058,TT,false,Spades Soul,Soul,133277333942566912,Active,CF,,R,4,2,3,3,,,,,SpadeTheSkeleton,false,RLN,13,,,,R_13058
165,13031,JJ,false,Gandalf Calrissian,Calrissian,1042753691813412955,Retired,3B,UTIL,R,3,2,4,3,,,,,Gandalf Calrissian,false,RLN,13,,,,R_13031
168,13008,JJ,false,Joshua Heflebower,Heflebower,576823216052502530,Retired,SS,C,R,3,1,5,3,,,,,leebauer,false,RLN,13,,,,R_13008
174,3048,SLS,true,Ryan Sir-Wondery,Sir-Wondery,223980930975399937,GM Only,,,,,,,,,,,,SoneRandomPerson#2533,false,RLN,13,,,,R_3048
208,1001,SMD,false,Belter Longorkia,Longorkia,,Active,C,COF,L,4,4,3,1,,,,,Flying Spaghetti Hitchens#6329,true,MLN,1,,Belter,,1_1001
209,1002,SMD,false,Garitek,Garitek,,Active,C,CINF,R,4,4,3,1,,,,,GareDr333#5369,true,MLN,1,,,,1_1002
210,1003,SMD,false,Buckeye Logan II,Logan,,Active,2B,UTIL,L,4,4,2,2,,,,,Buckeye Logan#4588,true,MLN,1,II,Buckeye,,1_1003
211,1004,SMD,true,"Crawnick ""Pops"" Dongoria",Dongoria,,Active,3B,UTIL,R,3,3,5,1,,,,,timland33#8053,true,MLN,1,,Crawnick,,1_1004
212,1005,VAN,false,Hes Nahstee,Nahstee,,Active,LF,,R,2,4,2,4,,,,,Snasty728#3480,true,MLN,1,,Hes,,1_1005
213,1006,SMD,false,Smitty Hoppenscotch,Hoppenscotch,,Active,CF,,L,4,2,1,5,,,,,Natsochist#8041,true,MLN,1,,Smitty,,1_1006
214,1007,SMD,false,Chris Robin,Robin,,Active,RF,,L,5,1,5,1,,,,,Lesath#2140,true,MLN,1,,Chris,,1_1007
215,1008,SMD,false,Atlas Quin,Quin,,Active,P,,L,,,,,5,2,4,1,Pieanator#7542,true,MLN,1,,Atlas,,1_1008
216,1009,SMD,false,Andrew Peters,Peters,,Active,P,,L,,,,,4,2,3,3,GoodMorningWood#8379,true,MLN,1,,Andrew,,1_1009
217,1010,SMD,false,Madis Mickelson,Mickelson,,Active,P,,L,,,,,4,2,4,2,madis99 - Jays Gm#4415,true,MLN,1,,Madis,,1_1010
218,1011,SMD,false,Duke Nukem,Nukem,,Active,1B,UTIL,R,3,2,5,2,,,,,DukeNukem#4009,true,MLN,1,,Duke,,1_1011
219,1012,SMD,false,SirNose d'Voidoffunk,d'Voidoffunk,,Active,SS,UTIL,R,4,2,1,5,,,,,ghostelephant#6650,true,MLN,1,,SirNose,,1_1012
220,1013,SMD,false,Kayle Stewart,Stewart,,Free Agent,CF,,L,3,2,4,3,,,,,peytonmarie#0013,true,MLN,1,,Kaylee,,1_1013
221,1014,VAN,false,Bud Tuggli,Tuggli,,Active,C,CINF,L,3,4,4,1,,,,,c0ldspark#4686,true,MLN,1,,Bud,,1_1014
222,1015,FA,false,Leche Galletitas Cigarillas de Culo,de Culo,,Free Agent,1B,UTIL,L,4,3,3,2,,,,,pianoboner44#8464,true,MLN,1,,Leche,,1_1015
223,1016,VAN,false,Von Majica,Majica,,Active,2B,UTIL,R,3,2,5,2,,,,,vonmajica#3414,true,MLN,1,,Von,,1_1016
224,1017,VAN,true,Joe Runzer,Runzer,,Retired,3B,UTIL,R,4,4,3,1,,,,,scumbagjoe11#2267,true,MLN,1,,Joe,,1_1017
225,1018,FA,false,Lane Drew,Drew,,Retired,SS,UTIL,L,3,3,3,3,,,,,Stride#6211,true,MLN,1,,Lane,,1_1018
226,1019,KYM,false,AJ Preller,Preller,,Active,SS,C,L,3,5,1,3,,,,,AJPRELLERAceGM#6672,true,MLN,1,,AJ,,1_1019
227,1020,VAN,false,Pilate Mornicious,Mornicious,,Active,LF,,R,5,3,2,2,,,,,zenverak#3823,true,MLN,1,,Pilate,,1_1020
228,1021,MAL,false,Q Kimbrel,Kimbrel,,Active,CF,,L,5,3,1,3,,,,,Q Kimbrel#8842,true,MLN,1,,Q,,1_1021
229,1022,GHG,false,Chuck McCluster,McCluster,,Active,RF,,R,3,4,4,1,,,,,snipenberg#7197,true,MLN,1,,Chuck,,1_1022
230,1023,FA,false,Dan Gerzone,Gerzone,,Hiatus,P,,R,,,,,4,2,4,2,Dan_Gerzone#5414,true,MLN,1,,Dan,,1_1023
231,1024,VAN,false,Jordan Peppers,Peppers,,Active,P,,R,,,,,4,2,2,4,raptor152#0431,true,MLN,1,,Jordan,,1_1024
232,1025,ACP,false,Charlie Yeager,Yeager,,Active,P,,L,,,,,4,3,3,2,EdgarLOLZ#5132,true,MLN,1,,Charlie,,1_1025
233,1026,SUN,false,Angel Leon,Leon,,Active,P,,R,,,,,3,3,5,1,GK12303#1313,true,MLN,1,,Angel,,1_1026
234,1027,SUN,false,Thomas Nova,Nova,,Active,P,,L,,,,,4,4,2,2,Daitryu#7669,true,MLN,1,,Thomas,,1_1027
235,1028,SUN,false,Haraldo McKenzie,McKenzie,,Active,RF,,L,3,4,4,1,,,,,the_cashew#4555,true,MLN,1,,Haraldo,,1_1028
236,1029,SUN,false,Lefty Louis,Louis,,Active,1B,UTIL,L,3,3,4,2,,,,,lewislewes#3447,true,MLN,1,,Lefty,,1_1029
237,1030,FA,false,Remy Roy Darling,Darling,,Retired,2B,CINF,R,1,5,5,1,,,,,RonsDarling#9624,true,MLN,1,,Remy Roy,,1_1030
238,1031,SUN,false,Mike Cal,Cal,,Active,2B,UTIL,L,5,2,2,3,,,,,Mcal02#2523,true,MLN,1,,Mike,,1_1031
239,1032,SUN,true,Charlie Scott,Scott,,Active,3B,UTIL,R,4,4,1,3,,,,,SemiCharmedMike#9629,true,MLN,1,,Charlie,,1_1032
240,1033,SUN,false,Daz Reference,Reference,,Active,SS,UTIL,R,5,2,4,1,,,,,Obscure_Reference#9129,true,MLN,1,,Daz,,1_1033
241,1034,SUN,false,Jack Marnette,Marnette,,Active,LF,,R,5,2,2,3,,,,,jmarnette#1828,true,MLN,1,,Jack,,1_1034
242,1035,SUN,false,Pete Wheeler,Wheeler,,Active,CF,,L,3,3,1,5,,,,,mcastagnaro30#2558,true,MLN,1,,Pete,,1_1035
243,1036,VAN,false,Spike Suzuki,Suzuki,,Active,RF,,R,3,2,5,2,,,,,xbijin#3776,true,MLN,1,,Spike,,1_1036
244,1037,SUN,false,CW Mitzel,Mitzel,,Active,RF,,L,5,3,3,1,,,,,cwmitzel#8185,true,MLN,1,,CW,,1_1037
245,1038,CIN,true,JimBob Cooter,Cooter,,Retired,1B,UTIL,L,4,2,4,2,,,,,WowzersMcBrowzers#0688,true,MLN,1,,JimBob,,1_1038
246,1039,CIN,false,Clive Babineaux,Babineaux,,Active,RF,,L,4,2,4,2,,,,,tanay002#5272,true,MLN,1,,Clive,,1_1039
247,1040,LPJ,false,Joe Random,Random,,Active,C,CINF,R,3,4,4,1,,,,,,true,MLN,1,,Joe,,1_1040
248,1041,LPJ,false,Barney Summers,Summers,,Active,C,CINF,L,5,5,1,1,,,,,CougMaster#8822,true,MLN,1,,Barney,,1_1041
249,1042,LPJ,false,Dallas Houston,Houston,,Active,1B,C,R,3,3,5,1,,,,,mbless1415#6210,true,MLN,1,,Dallas,,1_1042
250,1043,KYM,false,Tyler Palmatier,Palmatier,,Active,1B,UTIL,R,3,3,4,2,,,,,Jagsfootball51#3155,true,MLN,1,,Tyler,,1_1043
251,1044,LPJ,false,John Fitz,Fitz,,Active,2B,UTIL,R,4,2,2,4,,,,,Yip Yip#9884,true,MLN,1,,John,,1_1044
252,1045,LPJ,false,Duke McCracken,McCracken,,Active,3B,UTIL,R,4,2,4,2,,,,,Duke McCracken - 1B/3B#8637,true,MLN,1,,Duke,,1_1045
253,1046,LPJ,true,Rabbi Chase,Chase,,Active,SS,UTIL,L,3,4,4,1,,,,,RabbiChase - The PumpJacker#6828,true,MLN,1,,Rabbi,,1_1046
254,1047,LPJ,false,Ross Fire,Fire,,Active,SS,UTIL,R,4,2,2,4,,,,,,true,MLN,1,,Ross,,1_1047
255,1048,LPJ,false,Spike McBride,McBride,,Active,LF,,R,3,2,4,3,,,,,,true,MLN,1,,Spike,,1_1048
256,1049,LPJ,false,Dixie Wrecked,Wrecked,,Active,CF,,L,4,3,4,1,,,,,,true,MLN,1,,Dixie,,1_1049
257,1050,LPJ,false,Joe Trundle,Trundle,,Active,RF,,R,2,3,5,2,,,,,,true,MLN,1,,Joe,,1_1050
258,1051,LPJ,false,Superbone Threefinger,Threefinger,,Active,P,,R,,,,,4,4,1,3,23baseball3#3100,true,MLN,1,,Superbone,,1_1051
259,1052,CIN,false,Zed Leona,Leona,,Active,C,CINF,R,5,4,2,1,,,,,Sleeper#2045,true,MLN,1,,Zed,,1_1052
260,1053,HMH,false,Lindsanity,Lindsanity,,Active,1B,C,R,3,3,4,2,,,,,Phiask0#8137,true,MLN,1,,,,1_1053
261,1054,HMH,false,Steve Hofbardozzi Jr.,Hofbardozzi,,Active,3B,UTIL,L,5,4,1,2,,,,,GeneticlyPerfct#0232,true,MLN,1,Jr.,Steve,,1_1054
262,1055,HMH,true,Osmosis Jones,Jones,,Active,2B,UTIL,L,4,3,1,4,,,,,AdmiralJones42#6648,true,MLN,1,,Osmosis,,1_1055
263,1056,HMH,false,Henrik Omega,Omega,,Active,3B,UTIL,L,5,1,5,1,,,,,Big Bossuru#1370,true,MLN,1,,Henrik,,1_1056
264,1057,HMH,false,Rusty LaRue,LaRue,,Active,LF,,L,4,3,3,2,,,,,RustySports#1435,true,MLN,1,,Rusty,,1_1057
265,1058,HMH,false,Herrera O'Doubles,O'Doubles,,Active,CF,,L,5,3,1,3,,,,,amazingcowmilk#9713,true,MLN,1,,Herrera,,1_1058
266,1059,FA,false,Allen Kennedy,Kennedy,,Free Agent,RF,,L,5,3,1,3,,,,,JustANormalGuy52#7529,true,MLN,1,,Allen,,1_1059
267,1060,HMH,false,Jay Bedia,Bedia,,Active,P,,L,,,,,4,3,3,2,jaybedia - P#8429,true,MLN,1,,Jay,,1_1060
268,1061,HMH,false,Hudson Hildebrandt,Hildebrandt,,Active,P,,R,,,,,5,1,5,1,Hudson#0002,true,MLN,1,,Hudson,,1_1061
269,1062,KYM,true,BB Bambino Jr.,Bambino,,Retired,C,CINF,R,5,5,1,1,,,,,BB#5029,true,MLN,1,Jr.,BB,,1_1062
270,1063,KYM,false,Alex Yaxley,Yaxley,,Active,C,COF,R,3,4,4,1,,,,,BIGxM1KE#4625,true,MLN,1,,Alex,,1_1063
271,1064,KYM,false,Dick Pole,Pole,,Active,1B,UTIL,R,3,3,5,1,,,,,Wblewis45#7778,true,MLN,1,,Dick,,1_1064
272,1065,LPJ,false,Filthy Frank,Frank,,Active,1B,UTIL,L,4,4,2,2,,,,,CardsTricks42#4930,true,MLN,1,,Filthy,,1_1065
273,1066,FA,false,Brohei Brohtani,Brohtani,,Retired,SS,UTIL,L,5,1,5,1,,,,,lotus#7477,true,MLN,1,,Brohei,,1_1066
274,1067,KYM,false,Austin Schwartz,Schwartz,,Active,CF,,L,5,5,1,1,,,,,Cubzlover84#7820,true,MLN,1,,Austin,,1_1067
275,1068,KYM,false,Jim Boeheim,Boeheim,,Active,RF,,R,3,2,5,2,,,,,Jim Boeheim#2353,true,MLN,1,,Jim,,1_1068
276,1069,POR,true,Rub A. Chikin,Chikin,,Active,P,,L,,,,,4,3,4,1,rubachikin#8277,true,MLN,1,,Rub A.,,1_1069
277,1070,KYM,false,Tommy Foxconn,Foxconn,,Active,P,,R,,,,,5,5,1,1,tbird4427#2032,true,MLN,1,,Tommy,,1_1070
278,1071,BFB,false,Isaac Saffron,Saffron,,Active,C,CINF,L,3,5,1,3,,,,,izsaf#9638,true,MLN,1,,Isaac,,1_1071
279,1072,BFB,false,Red Trapper,Trapper,,Active,1B,UTIL,L,2,4,4,2,,,,,Red Trapper#5937,true,MLN,1,,Red,,1_1072
280,1073,BFB,false,Juan Diego De Las Rosas Jr.,De Las Rosas,,Active,2B,UTIL,R,5,3,1,3,,,,,Dancingtree444#4987,true,MLN,1,Jr.,Juan Diego,,1_1073
281,1074,OAK,false,Donked McToad,McToad,,Active,LF,,R,2,2,5,3,,,,,donked#9307,true,MLN,1,,Donked,,1_1074
282,1075,BFB,false,Robin Reynolds,Reynolds,,Active,3B,UTIL,R,3,3,4,2,,,,,Kekar (/u/Kekar29)#3461,true,MLN,1,,Robin,,1_1075
283,1076,BFB,false,Fuzzy Dunlop,Dunlop,,Active,3B,UTIL,L,4,3,1,4,,,,,Fuzzy Dunlop#5733,true,MLN,1,,Fuzzy,,1_1076
284,1077,BFB,false,Storm Johnson,Johnson,,Active,SS,UTIL,R,4,3,2,3,,,,,Storm Johnson (TB - SS)#8932,true,MLN,1,,Storm,,1_1077
285,1078,SMD,false,Lawrence Wiseman,Wiseman,,Active,SS,UTIL,R,3,5,2,2,,,,,Inexite#5043,true,MLN,1,,Lawrence,,1_1078
286,1079,KYM,false,Babatunde Oladotun,Oladotun,,Active,LF,,R,3,2,5,2,,,,,Babatunde Oladotun#6470,true,MLN,1,,Babatunde,,1_1079
287,1080,BFB,true,Whitt Bass,Bass,,Retired,CF,,R,4,3,2,3,,,,,kickthepony#5274,true,MLN,1,,Whitt,,1_1080
288,1081,FA,false,Dog Man,Man,,Retired,RF,,R,5,2,4,1,,,,,BIG_BARK#7634,true,MLN,1,,Dog,,1_1081
289,1082,BFB,false,Basebally McBaseballface Jr.,McBaseballface,,Active,RF,,R,3,2,2,5,,,,,packattack#9827,true,MLN,1,Jr.,Basebally,,1_1082
290,1083,BFB,false,Tony Smehrik,Smehrik,,Active,P,,L,,,,,3,5,3,1,liebz#0795,true,MLN,1,,Tony,,1_1083
291,1084,BFB,false,Willoughby Hoose,Hoose,,Active,P,,L,,,,,4,3,4,1,Woozy_Woozle#3860,true,MLN,1,,Willoughby,,1_1084
292,1085,BFB,false,Ed Turner,Turner,,Active,P,,R,,,,,3,4,3,2,Ed Turner [RHP]#5017,true,MLN,1,,Ed,,1_1085
293,1086,HMH,false,George Ewell,Ewell,,Active,C,COF,R,4,5,2,1,,,,,emmae#0131,true,MLN,1,,George,,1_1086
294,1087,ACP,false,Foxx Dashington,Dashington,,Active,C,CINF,R,1,5,5,1,,,,,theDashingFox#1492,true,MLN,1,,Foxx,,1_1087
295,1088,ACP,false,Stan Mann,Mann,,Active,1B,UTIL,R,5,5,1,1,,,,,CelciusII#6336,true,MLN,1,,Stan,,1_1088
296,1089,ACP,true,Jefferson Steelflex,Steelflex,,Active,2B,UTIL,L,4,2,1,5,,,,,Jeff Steelflex#2538,true,MLN,1,,Jefferson,,1_1089
297,1090,ACP,false,James Pablano,Pablano,,Active,2B,UTIL,R,5,2,1,4,,,,,loco_pabs#0259,true,MLN,1,,James,,1_1090
298,1091,ACP,false,Dougal McGoogol,McGoogol,,Active,3B,UTIL,R,4,2,1,5,,,,,mcgoogol#0111,true,MLN,1,,Dougal,,1_1091
299,1092,ACP,false,Cody Omega,Omega,,Active,SS,UTIL,R,3,3,4,2,,,,,2SweetCharlieB#9979,true,MLN,1,,Cody,,1_1092
300,1093,FA,false,Roy D. Cano,Cano,,Hiatus,LF,,R,4,3,3,2,,,,,Kaylub#0545,true,MLN,1,,Roy D.,,1_1093
301,1094,ACP,false,Sleve McDichael,McDichael,,Active,LF,,R,5,1,5,1,,,,,SudsyGiraffe#4578,true,MLN,1,,Sleve,,1_1094
302,1095,ACP,false,Steve Shurwin,Shurwin,,Active,CF,,R,4,3,2,3,,,,,rad2dbones#6469,true,MLN,1,,Steve,,1_1095
303,1096,ACP,false,Justin Paglia,Paglia,,Active,RF,,L,4,2,3,3,,,,,pagsman96#1046,true,MLN,1,,Justin,,1_1096
304,1097,SUN,false,Jameson Poe,Poe,,Active,P,,R,,,,,4,4,3,1,Toli820#2984,true,MLN,1,,Jameson,,1_1097
305,1098,VAN,false,Kegs Mabry,Mabry,,Active,2B,C,L,3,1,5,3,,,,,kegs#5639,true,MLN,1,,Kegs,,1_1098
306,1099,ACP,false,Baron Samedi,Samedi,,Active,P,,R,,,,,5,2,4,1,haunted#0371,true,MLN,1,,Baron,,1_1099
307,1100,OAK,false,Antwan Zella,Zella,,Active,C,CINF,R,4,4,3,1,,,,,ando#0150,true,MLN,1,,Antwan,,1_1100
308,1101,FA,false,Caleb VanVacter,VanVacter,,Hiatus,1B,UTIL,R,4,1,5,2,,,,,IdweAnquet#9674,true,MLN,1,,Caleb,,1_1101
309,1102,OAK,false,Graham Otherie,Otherie,,Active,SS,UTIL,R,3,1,4,4,,,,,grahm03#0716,true,MLN,1,,Graham,,1_1102
310,1103,BFB,false,Blue Moon Barthelemy,Barthelemy,,Active,LF,,R,4,2,3,3,,,,,thebubs1024#1024,true,MLN,1,,Blue Moon,,1_1103
311,1104,OAK,false,Justin Dingers,Dingers,,Active,CF,,R,4,3,4,1,,,,,tcrain99#5271,true,MLN,1,,Justin,,1_1104
312,1105,OAK,false,Grey Goose McGillicuddy,McGillicuddy,,Active,CF,,R,4,3,1,4,,,,,,true,MLN,1,,Grey Goose,,1_1105
313,1106,OAK,false,Jay Schwizzle,Schwizzle,,Active,P,,R,,,,,4,4,2,2,hinoisking#7553,true,MLN,1,,Jay,,1_1106
