remaining,outs,obc,batting_lead,win_prob,n_samples,n_used,method,prior_source,tango_weight,iso_delta
1,0,001,-5,0.055668823220391905,22,22,empirical,gregstoll,0.47619047619047616,0.038236
1,1,001,-5,0.036754648125902206,29,29,empirical,gregstoll,0.40816326530612246,0.03233
1,2,001,-5,0.02105010400786585,26,26,empirical,gregstoll,0.43478260869565216,0.019684
1,0,001,-4,0.1047514724957947,23,23,empirical,gregstoll,0.46511627906976744,0.0
1,1,001,-4,0.05845244550471527,25,25,empirical,gregstoll,0.4444444444444444,-0.013991
1,2,001,-4,0.02686516038566344,27,27,empirical,gregstoll,0.425531914893617,-0.026475
1,0,001,-3,0.13723150554051325,27,27,empirical,gregstoll,0.425531914893617,-0.035257
1,1,001,-3,0.06430947553144904,30,30,empirical,gregstoll,0.4,-0.022455
1,2,001,-3,0.028438639242557143,36,36,empirical,gregstoll,0.35714285714285715,0.019879
1,0,001,-2,0.14265108027721748,34,34,empirical,gregstoll,0.37037037037037035,0.012524
1,1,001,-2,0.07538395501521572,39,39,empirical,gregstoll,0.3389830508474576,0.01238
1,2,001,-2,0.043542979956912066,41,41,empirical,gregstoll,0.32786885245901637,0.0
1,0,001,-1,0.39519226435291194,45,45,empirical,gregstoll,0.3076923076923077,0.0
1,1,001,-1,0.24683771870739935,45,45,empirical,gregstoll,0.3076923076923077,0.0
1,2,001,-1,0.11642374688738513,48,48,empirical,gregstoll,0.29411764705882354,-0.02041
1,0,001,0,0.6216588486289931,54,54,empirical,gregstoll,0.2702702702702703,-0.027913
1,1,001,0,0.5949284604659837,62,62,empirical,gregstoll,0.24390243902439024,-0.047518
1,2,001,0,0.5669547150932445,53,53,empirical,gregstoll,0.273972602739726,-0.019544
1,0,001,1,1.0,0,0,prior,logistic,1.0,0.406254
1,1,001,1,1.0,1,9,re_collapsed,logistic,0.6896551724137931,0.452589
1,2,001,1,1.0,1,9,re_collapsed,logistic,0.6896551724137931,0.452589
1,0,001,2,1.0,0,0,prior,logistic,1.0,0.180453
1,1,001,2,1.0,0,0,prior,logistic,1.0,0.180453
1,2,001,2,1.0,0,0,prior,logistic,1.0,0.180453
1,0,001,3,1.0,0,0,prior,logistic,1.0,0.091161
1,1,001,3,1.0,0,0,prior,logistic,1.0,0.091161
1,2,001,3,1.0,0,0,prior,logistic,1.0,0.091161
1,0,001,4,1.0,0,0,prior,logistic,1.0,0.05086
1,1,001,4,1.0,0,0,prior,logistic,1.0,0.05086
1,2,001,4,1.0,0,0,prior,logistic,1.0,0.05086
1,0,001,5,1.0,0,0,prior,logistic,1.0,0.026441
1,1,001,5,1.0,0,0,prior,logistic,1.0,0.026441
1,2,001,5,1.0,0,0,prior,logistic,1.0,0.026441
1,0,001,6,1.0,0,0,prior,logistic,1.0,0.014249
1,1,001,6,1.0,0,0,prior,logistic,1.0,0.014249
1,2,001,6,1.0,0,0,prior,logistic,1.0,0.014249
1,0,001,7,1.0,0,0,prior,logistic,1.0,0.007263
1,1,001,7,1.0,0,0,prior,logistic,1.0,0.007263
1,2,001,7,1.0,0,0,prior,logistic,1.0,0.007263
1,0,001,8,1.0,0,0,prior,logistic,1.0,0.00369
1,1,001,8,1.0,0,0,prior,logistic,1.0,0.00369
1,2,001,8,1.0,0,0,prior,logistic,1.0,0.00369
1,0,001,9,1.0,0,0,prior,logistic,1.0,0.001871
1,1,001,9,1.0,0,0,prior,logistic,1.0,0.001871
1,2,001,9,1.0,0,0,prior,logistic,1.0,0.001871
1,0,001,10,1.0,0,0,prior,logistic,1.0,0.001
1,1,001,10,1.0,0,0,prior,logistic,1.0,0.001
1,2,001,10,1.0,0,0,prior,logistic,1.0,0.001
1,0,010,-10,0.002,0,0,prior,gregstoll,1.0,0.001
1,1,010,-10,0.0015,2,20,re_collapsed,gregstoll,0.5,0.001
1,2,010,-10,0.001,4,71,re_collapsed,gregstoll,0.21978021978021978,0.00078
1,0,010,-9,0.0025,0,0,prior,gregstoll,1.0,0.0015
1,1,010,-9,0.002,0,5,re_collapsed,gregstoll,0.8,0.0012
1,2,010,-9,0.0015,0,27,re_collapsed,gregstoll,0.425531914893617,0.001074
1,0,010,-8,0.0030000000000000005,0,0,prior,gregstoll,1.0,0.001737
1,1,010,-8,0.0025000000000000005,0,8,re_collapsed,gregstoll,0.7142857142857143,0.001598
1,2,010,-8,0.0020000000000000005,1,36,re_collapsed,gregstoll,0.35714285714285715,0.001549
1,0,010,-7,0.05498721410776605,1,6,re_collapsed,gregstoll,0.7692307692307693,-0.015177
1,1,010,-7,0.0355912750703391,5,30,re_collapsed,gregstoll,0.4,-0.020894
1,2,010,-7,0.02048222544186898,5,92,re_collapsed,gregstoll,0.17857142857142858,-0.022592
1,0,010,-6,0.05548721410776605,4,12,re_collapsed,gregstoll,0.625,0.043953
1,1,010,-6,0.03624194194348422,3,31,re_collapsed,gregstoll,0.39215686274509803,0.033413
1,2,010,-6,0.021211654994938406,3,133,re_collapsed,gregstoll,0.13071895424836602,-0.005921
1,0,010,-5,0.056168823220391906,4,13,re_collapsed,gregstoll,0.6060606060606061,0.040868
1,1,010,-5,0.03725464812590221,8,47,re_collapsed,gregstoll,0.29850746268656714,0.004312
1,2,010,-5,0.02155010400786585,11,11,empirical,gregstoll,0.6451612903225806,0.020077
1,0,010,-4,0.1085791751874512,6,28,re_collapsed,gregstoll,0.4166666666666667,-0.023603
1,1,010,-4,0.05895244550471527,15,15,empirical,gregstoll,0.5714285714285714,0.023236
1,2,010,-4,0.02736516038566344,17,17,empirical,gregstoll,0.5405405405405406,0.015191
1,0,010,-3,0.13773150554051325,13,13,empirical,gregstoll,0.6060606060606061,0.052756
1,1,010,-3,0.06480947553144904,14,14,empirical,gregstoll,0.5882352941176471,0.022354
1,2,010,-3,0.028938639242557143,14,14,empirical,gregstoll,0.5882352941176471,0.017734
1,0,010,-2,0.14315108027721749,15,15,empirical,gregstoll,0.5714285714285714,0.02053
1,1,010,-2,0.08980222552628807,11,11,empirical,gregstoll,0.6451612903225806,0.0
1,2,010,-2,0.04472658621409216,19,19,empirical,gregstoll,0.5128205128205128,0.0
1,0,010,-1,0.4812718756745788,16,16,empirical,gregstoll,0.5555555555555556,0.0
1,1,010,-1,0.3009749636390191,23,23,empirical,gregstoll,0.46511627906976744,0.0
1,2,010,-1,0.11692374688738513,24,24,empirical,gregstoll,0.45454545454545453,0.040504
1,0,010,0,0.6644874733788964,33,33,empirical,gregstoll,0.37735849056603776,-0.070742
1,1,010,0,0.6165056579148078,33,33,empirical,gregstoll,0.37735849056603776,-0.02276
1,2,010,0,0.569247970880461,37,37,empirical,gregstoll,0.3508771929824561,-0.021837
1,0,010,1,1.0,2,0,prior,logistic,1.0,0.406254
1,1,010,1,1.0,1,0,prior,logistic,1.0,0.406254
1,2,010,1,1.0,2,9,re_collapsed,logistic,0.6896551724137931,0.452589
1,0,010,2,1.0,0,0,prior,logistic,1.0,0.180453
1,1,010,2,1.0,0,0,prior,logistic,1.0,0.180453
1,2,010,2,1.0,0,0,prior,logistic,1.0,0.180453
1,0,010,3,1.0,0,0,prior,logistic,1.0,0.091161
1,1,010,3,1.0,0,0,prior,logistic,1.0,0.091161
1,2,010,3,1.0,1,0,prior,logistic,1.0,0.091161
1,0,010,4,1.0,0,0,prior,logistic,1.0,0.05086
1,1,010,4,1.0,0,0,prior,logistic,1.0,0.05086
1,2,010,4,1.0,0,0,prior,logistic,1.0,0.05086
1,0,010,5,1.0,0,0,prior,logistic,1.0,0.026441
1,1,010,5,1.0,0,0,prior,logistic,1.0,0.026441
1,2,010,5,1.0,0,0,prior,logistic,1.0,0.026441
1,0,010,6,1.0,0,0,prior,logistic,1.0,0.014249
1,1,010,6,1.0,0,0,prior,logistic,1.0,0.014249
1,2,010,6,1.0,0,0,prior,logistic,1.0,0.014249
1,0,010,7,1.0,0,0,prior,logistic,1.0,0.007263
1,1,010,7,1.0,0,0,prior,logistic,1.0,0.007263
1,2,010,7,1.0,0,0,prior,logistic,1.0,0.007263
1,0,010,8,1.0,0,0,prior,logistic,1.0,0.00369
1,1,010,8,1.0,0,0,prior,logistic,1.0,0.00369
1,2,010,8,1.0,0,0,prior,logistic,1.0,0.00369
1,0,010,9,1.0,0,0,prior,logistic,1.0,0.001871
1,1,010,9,1.0,0,0,prior,logistic,1.0,0.001871
1,2,010,9,1.0,0,0,prior,logistic,1.0,0.001871
1,0,010,10,1.0,0,0,prior,logistic,1.0,0.001
1,1,010,10,1.0,0,0,prior,logistic,1.0,0.001
1,2,010,10,1.0,0,0,prior,logistic,1.0,0.001
1,0,011,-10,0.0030000000000000005,2,0,prior,gregstoll,1.0,0.002
1,1,011,-10,0.0025000000000000005,2,20,re_collapsed,gregstoll,0.5,0.002
1,2,011,-10,0.0020000000000000005,4,71,re_collapsed,gregstoll,0.21978021978021978,0.00178
1,0,011,-9,0.0035,0,0,prior,gregstoll,1.0,0.0025
1,1,011,-9,0.003,1,5,re_collapsed,gregstoll,0.8,0.0022
1,2,011,-9,0.0025,0,27,re_collapsed,gregstoll,0.425531914893617,0.002074
1,0,011,-8,0.004,1,0,prior,gregstoll,1.0,0.002737
1,1,011,-8,0.0035,1,8,re_collapsed,gregstoll,0.7142857142857143,0.002598
1,2,011,-8,0.003,0,36,re_collapsed,gregstoll,0.35714285714285715,0.002549
1,0,011,-7,0.07289643058151818,2,6,re_collapsed,gregstoll,0.7692307692307693,-0.198283
1,1,011,-7,0.04038207734257171,5,30,re_collapsed,gregstoll,0.4,-0.029969
1,2,011,-7,0.027621199783566065,4,92,re_collapsed,gregstoll,0.17857142857142858,-0.019438
1,0,011,-6,0.07339643058151818,1,12,re_collapsed,gregstoll,0.625,0.042938
1,1,011,-6,0.04088207734257171,7,31,re_collapsed,gregstoll,0.39215686274509803,0.020619
1,2,011,-6,0.028121199783566062,8,133,re_collapsed,gregstoll,0.13071895424836602,0.000718
1,0,011,-5,0.08544183433307205,3,13,re_collapsed,gregstoll,0.6060606060606061,0.040841
1,1,011,-5,0.04104602368805351,7,47,re_collapsed,gregstoll,0.29850746268656714,0.003791
1,2,011,-5,0.028621199783566063,8,229,re_collapsed,gregstoll,0.08032128514056225,0.02022
1,0,011,-4,0.20737584557051758,10,10,empirical,gregstoll,0.6666666666666666,-0.0
1,1,011,-4,0.1299357594393037,10,10,empirical,gregstoll,0.6666666666666666,-0.030582
1,2,011,-4,0.05590587756454618,11,11,empirical,gregstoll,0.6451612903225806,-0.010879
1,0,011,-3,0.2490019169489855,7,36,re_collapsed,gregstoll,0.35714285714285715,-0.022203
1,1,011,-3,0.14385465958448534,17,17,empirical,gregstoll,0.5405405405405406,-0.003671
1,2,011,-3,0.05640587756454618,6,303,re_collapsed,gregstoll,0.06191950464396285,0.011379
1,0,011,-2,0.2495019169489855,12,12,empirical,gregstoll,0.625,0.022703
1,1,011,-2,0.14438363430339785,14,14,empirical,gregstoll,0.5882352941176471,0.016445
1,2,011,-2,0.06341655937615966,19,19,empirical,gregstoll,0.5128205128205128,0.0
1,0,011,-1,0.49800541438405205,7,49,re_collapsed,gregstoll,0.2898550724637681,0.003049
1,1,011,-1,0.39888382676987255,20,20,empirical,gregstoll,0.5,-0.016878
1,2,011,-1,0.21242170149546563,17,17,empirical,gregstoll,0.5405405405405406,-0.014692
1,0,011,0,0.6919015391014703,26,26,empirical,gregstoll,0.43478260869565216,-0.098156
1,1,011,0,0.626458448100399,40,40,empirical,gregstoll,0.3333333333333333,-0.032713
1,2,011,0,0.5844467219707106,31,31,empirical,gregstoll,0.39215686274509803,-0.022821
1,0,011,1,1.0,0,0,prior,logistic,1.0,0.406254
1,1,011,1,1.0,2,0,prior,logistic,1.0,0.406254
1,2,011,1,1.0,2,9,re_collapsed,logistic,0.6896551724137931,0.452589
1,0,011,2,1.0,0,0,prior,logistic,1.0,0.180453
1,1,011,2,1.0,0,0,prior,logistic,1.0,0.180453
1,2,011,2,1.0,0,0,prior,logistic,1.0,0.180453
1,0,011,3,1.0,0,0,prior,logistic,1.0,0.091161
1,1,011,3,1.0,0,0,prior,logistic,1.0,0.091161
1,2,011,3,1.0,0,0,prior,logistic,1.0,0.091161
1,0,011,4,1.0,0,0,prior,logistic,1.0,0.05086
1,1,011,4,1.0,0,0,prior,logistic,1.0,0.05086
1,2,011,4,1.0,0,0,prior,logistic,1.0,0.05086
1,0,011,5,1.0,0,0,prior,logistic,1.0,0.026441
1,1,011,5,1.0,0,0,prior,logistic,1.0,0.026441
1,2,011,5,1.0,0,0,prior,logistic,1.0,0.026441
1,0,011,6,1.0,0,0,prior,logistic,1.0,0.014249
1,1,011,6,1.0,0,0,prior,logistic,1.0,0.014249
1,2,011,6,1.0,0,0,prior,logistic,1.0,0.014249
1,0,011,7,1.0,0,0,prior,logistic,1.0,0.007263
1,1,011,7,1.0,0,0,prior,logistic,1.0,0.007263
1,2,011,7,1.0,0,0,prior,logistic,1.0,0.007263
1,0,011,8,1.0,0,0,prior,logistic,1.0,0.00369
1,1,011,8,1.0,0,0,prior,logistic,1.0,0.00369
1,2,011,8,1.0,0,0,prior,logistic,1.0,0.00369
1,0,011,9,1.0,0,0,prior,logistic,1.0,0.001871
1,1,011,9,1.0,0,0,prior,logistic,1.0,0.001871
1,2,011,9,1.0,0,0,prior,logistic,1.0,0.001871
1,0,011,10,1.0,0,0,prior,logistic,1.0,0.001
1,1,011,10,1.0,0,0,prior,logistic,1.0,0.001
1,2,011,10,1.0,0,0,prior,logistic,1.0,0.001
1,0,100,-10,0.0025,0,0,prior,gregstoll,1.0,0.0015
1,1,100,-10,0.002,1,20,re_collapsed,gregstoll,0.5,0.0015
1,2,100,-10,0.0015,0,71,re_collapsed,gregstoll,0.21978021978021978,0.00128
1,0,100,-9,0.0030000000000000005,0,0,prior,gregstoll,1.0,0.002
1,1,100,-9,0.0025000000000000005,1,5,re_collapsed,gregstoll,0.8,0.0017
1,2,100,-9,0.0020000000000000005,1,27,re_collapsed,gregstoll,0.425531914893617,0.001574
1,0,100,-8,0.0035,1,0,prior,gregstoll,1.0,0.002237
1,1,100,-8,0.003,2,8,re_collapsed,gregstoll,0.7142857142857143,0.002098
1,2,100,-8,0.0025,1,36,re_collapsed,gregstoll,0.35714285714285715,0.002049
1,0,100,-7,0.0619555034120893,0,6,re_collapsed,gregstoll,0.7692307692307693,-0.008209
1,1,100,-7,0.0360912750703391,1,30,re_collapsed,gregstoll,0.4,-0.020394
1,2,100,-7,0.026150086801667326,4,92,re_collapsed,gregstoll,0.17857142857142858,-0.016924
1,0,100,-6,0.0624555034120893,2,12,re_collapsed,gregstoll,0.625,-0.038891
1,1,100,-6,0.03674194194348422,2,31,re_collapsed,gregstoll,0.39215686274509803,0.0226
1,2,100,-6,0.02665008680166733,2,133,re_collapsed,gregstoll,0.13071895424836602,-0.000437
1,0,100,-5,0.0629555034120893,2,13,re_collapsed,gregstoll,0.6060606060606061,0.0486
1,1,100,-5,0.03775464812590221,3,47,re_collapsed,gregstoll,0.29850746268656714,0.007433
1,2,100,-5,0.02715008680166733,3,229,re_collapsed,gregstoll,0.08032128514056225,0.01886
1,0,100,-4,0.1752971137443293,4,28,re_collapsed,gregstoll,0.4166666666666667,-0.013356
1,1,100,-4,0.08872987399368078,5,67,re_collapsed,gregstoll,0.22988505747126436,0.0
1,2,100,-4,0.045864900032833264,6,272,re_collapsed,gregstoll,0.0684931506849315,-0.003642
1,0,100,-3,0.1757971137443293,3,36,re_collapsed,gregstoll,0.35714285714285715,-0.02812
1,1,100,-3,0.10559128684040388,7,76,re_collapsed,gregstoll,0.20833333333333334,0.0
1,2,100,-3,0.046364900032833264,9,303,re_collapsed,gregstoll,0.06191950464396285,0.004142
1,0,100,-2,0.1762971137443293,0,41,re_collapsed,gregstoll,0.32786885245901637,0.042976
1,1,100,-2,0.12448436750270313,3,78,re_collapsed,gregstoll,0.20408163265306123,0.0
1,2,100,-2,0.058562725942108304,9,372,re_collapsed,gregstoll,0.05102040816326531,0.0
1,0,100,-1,0.49750541438405205,3,49,re_collapsed,gregstoll,0.2898550724637681,-0.005099
1,1,100,-1,0.35863188322237527,7,128,re_collapsed,gregstoll,0.13513513513513514,0.0
1,2,100,-1,0.18952440334721082,7,467,re_collapsed,gregstoll,0.04106776180698152,0.0
1,0,100,0,0.6761216530618109,5,87,re_collapsed,gregstoll,0.18691588785046728,-0.082376
1,1,100,0,0.62230922456076,8,171,re_collapsed,gregstoll,0.10471204188481675,-0.028563
1,2,100,0,0.5839467219707106,12,12,empirical,gregstoll,0.625,-0.075057
1,0,100,1,1.0,0,0,prior,logistic,1.0,0.406254
1,1,100,1,1.0,1,0,prior,logistic,1.0,0.406254
1,2,100,1,1.0,0,9,re_collapsed,logistic,0.6896551724137931,0.452589
1,0,100,2,1.0,0,0,prior,logistic,1.0,0.180453
1,1,100,2,1.0,0,0,prior,logistic,1.0,0.180453
1,2,100,2,1.0,0,0,prior,logistic,1.0,0.180453
1,0,100,3,1.0,0,0,prior,logistic,1.0,0.091161
1,1,100,3,1.0,0,0,prior,logistic,1.0,0.091161
1,2,100,3,1.0,0,0,prior,logistic,1.0,0.091161
1,0,100,4,1.0,0,0,prior,logistic,1.0,0.05086
1,1,100,4,1.0,0,0,prior,logistic,1.0,0.05086
1,2,100,4,1.0,0,0,prior,logistic,1.0,0.05086
1,0,100,5,1.0,0,0,prior,logistic,1.0,0.026441
1,1,100,5,1.0,0,0,prior,logistic,1.0,0.026441
1,2,100,5,1.0,0,0,prior,logistic,1.0,0.026441
1,0,100,6,1.0,0,0,prior,logistic,1.0,0.014249
1,1,100,6,1.0,0,0,prior,logistic,1.0,0.014249
1,2,100,6,1.0,0,0,prior,logistic,1.0,0.014249
1,0,100,7,1.0,0,0,prior,logistic,1.0,0.007263
1,1,100,7,1.0,0,0,prior,logistic,1.0,0.007263
1,2,100,7,1.0,0,0,prior,logistic,1.0,0.007263
1,0,100,8,1.0,0,0,prior,logistic,1.0,0.00369
1,1,100,8,1.0,0,0,prior,logistic,1.0,0.00369
1,2,100,8,1.0,0,0,prior,logistic,1.0,0.00369
1,0,100,9,1.0,0,0,prior,logistic,1.0,0.001871
1,1,100,9,1.0,0,0,prior,logistic,1.0,0.001871
1,2,100,9,1.0,0,0,prior,logistic,1.0,0.001871
1,0,100,10,1.0,0,0,prior,logistic,1.0,0.001
1,1,100,10,1.0,0,0,prior,logistic,1.0,0.001
1,2,100,10,1.0,0,0,prior,logistic,1.0,0.001
1,0,101,-10,0.0035,0,0,prior,gregstoll,1.0,0.0025
1,1,101,-10,0.003,2,20,re_collapsed,gregstoll,0.5,0.0025
1,2,101,-10,0.0025,1,71,re_collapsed,gregstoll,0.21978021978021978,0.00228
1,0,101,-9,0.004,0,0,prior,gregstoll,1.0,0.003
1,1,101,-9,0.0035,0,5,re_collapsed,gregstoll,0.8,0.0027
1,2,101,-9,0.003,0,27,re_collapsed,gregstoll,0.425531914893617,0.002574
1,0,101,-8,0.0045000000000000005,2,0,prior,gregstoll,1.0,0.003237
1,1,101,-8,0.004,1,8,re_collapsed,gregstoll,0.7142857142857143,0.003098
1,2,101,-8,0.0035,0,36,re_collapsed,gregstoll,0.35714285714285715,0.003049
1,0,101,-7,0.07339643058151818,0,0,prior,gregstoll,1.0,0.032183
1,1,101,-7,0.04088207734257171,0,30,re_collapsed,gregstoll,0.4,-0.015603
1,2,101,-7,0.03504898862162933,1,92,re_collapsed,gregstoll,0.17857142857142858,-0.008025
1,0,101,-6,0.07389643058151818,1,0,prior,gregstoll,1.0,0.066684
1,1,101,-6,0.04138207734257171,2,31,re_collapsed,gregstoll,0.39215686274509803,0.03089
1,2,101,-6,0.03587830048741504,3,133,re_collapsed,gregstoll,0.13071895424836602,0.004382
1,0,101,-5,0.08594183433307205,2,5,re_collapsed,gregstoll,0.8,0.041795
1,1,101,-5,0.04154602368805351,3,47,re_collapsed,gregstoll,0.29850746268656714,0.005044
1,2,101,-5,0.03755441429379255,11,11,empirical,gregstoll,0.6451612903225806,0.00105
1,0,101,-4,0.25726056505033296,1,0,prior,gregstoll,1.0,-0.01959
1,1,101,-4,0.1304357594393037,4,67,re_collapsed,gregstoll,0.22988505747126436,0.034361
1,2,101,-4,0.08162176378499611,13,13,empirical,gregstoll,0.6060606060606061,-0.040238
1,0,101,-3,0.25776056505033296,2,5,re_collapsed,gregstoll,0.8,0.02009
1,1,101,-3,0.14435465958448535,2,76,re_collapsed,gregstoll,0.20833333333333334,0.012335
1,2,101,-3,0.08439159625480892,6,303,re_collapsed,gregstoll,0.06191950464396285,0.038469
1,0,101,-2,0.25993034016780037,3,7,re_collapsed,gregstoll,0.7407407407407407,0.0
1,1,101,-2,0.14488363430339785,2,78,re_collapsed,gregstoll,0.20408163265306123,0.010218
1,2,101,-2,0.1315036770307314,15,15,empirical,gregstoll,0.5714285714285714,-0.000778
1,0,101,-1,0.6938103044557425,8,18,re_collapsed,gregstoll,0.5263157894736842,0.0
1,1,101,-1,0.39938382676987255,9,128,re_collapsed,gregstoll,0.13513513513513514,0.035944
1,2,101,-1,0.21292170149546563,15,15,empirical,gregstoll,0.5714285714285714,0.017028
1,0,101,0,0.7036541195948851,6,9,re_collapsed,gregstoll,0.6896551724137931,-0.11024
1,1,101,0,0.679299779227059,10,10,empirical,gregstoll,0.6666666666666666,-0.109269
1,2,101,0,0.5849467219707105,16,16,empirical,gregstoll,0.5555555555555556,-0.031251
1,0,101,1,1.0,0,0,prior,logistic,1.0,0.406254
