id,player_id,team,gm,name,last_name,discord_id,status,primary_pos,secondary_pos,hand,con,eye,pwr,spd,mov,cmd,vel,awr,discord_nickname,is_rookie,league,season,suffix,first_name,session_added,rookie,s_id
17,13026,CC,false,Ron Forman,Forman,296302693360861184,Active,3B,UTIL,R,4,3,4,1,,,,,ronfor1,false,RLN,,,,,,
18,13063,CC,false,Socks Maybe,Maybe,127153687251517441,Active,CF,,L,3,2,2,5,,,,,Rorydawn,false,RLN,,,,,,
19,12033,JJ,true,Bob Katz,Katz,1060699834157387787,GM Only,,,,,,,,,,,,stxllar1,false,RLN,,,,,,
20,12002,JJ,true,Tor Tilla,Tilla,1376626705816354877,Active,P,,R,,,,,3,3,3,3,coach.tortilla,false,RLN,,,,,,
21,13036,JJ,false,Bob McGuire,McGuire,699270867711950979,Active,SS,UTIL,L,2,2,4,4,,,,,andrewdeadaim,false,RLN,,,,,,
22,13062,JJ,false,Brian Brain Drain Watertrack,Drain Watertrack,489088432560406528,Active,LF,,R,5,1,2,4,,,,,gutsy7450,false,RLN,,,,,,
23,13054,JJ,false,Coco Harreece,Harreece,936578475161165854,Active,3B,C,R,2,4,5,1,,,,,cocoharreece,false,RLN,,,,,,
24,13013,JJ,false,Cody Anderson,Anderson,94259070218809344,Active,1B,UTIL,R,5,5,1,1,,,,,socalpunk,false,RLN,,,,,,
25,8025,JJ,false,Don Bon,Bon,750790332802662400,Active,P,,L,,,,,4,2,4,2,sinister7252,false,RLN,,,,,,
26,13041,JJ,false,Elwyn Because,Because,967163968923787354,Active,CF,,R,3,2,3,4,,,,,jack.a.roe,false,RLN,,,,,,
27,13037,JJ,false,Gal Avant,Avant,693642982108168222,Active,2B,UTIL,L,3,3,2,4,,,,,galintehaxy,false,RLN,,,,,,
28,13049,JJ,false,Galacious Infinity,Infinity,631233272935874560,Active,3B,UTIL,R,4,4,1,3,,,,,infinitygd,false,RLN,,,,,,
29,13004,JJ,false,Henri Deschenes,Deschenes,1079237614298726620,Active,3B,UTIL,L,1,1,5,5,,,,,Willfthegod1,false,RLN,,,,,,
30,13011,JJ,false,J.G. Cobblestone,Cobblestone,130453950976491520,Active,LF,,R,1,4,4,3,,,,,froggydojo,false,RLN,,,,,,
31,13015,JJ,false,Lil Broski,Broski,1140708838320898172,Active,2B,UTIL,R,4,3,1,4,,,,,ItsmeBroski,false,RLN,,,,,,
32,13039,JJ,false,Max Muncy,Muncy,207737347922460673,Active,P,,L,,,,,5,2,3,2,fuwunk,false,RLN,,,,,,
33,13059,JJ,false,Oakwood Stud III,Stud,608074820449599730,Active,CF,,R,3,2,5,2,,,,,phr4kture,false,RLN,,,,,,
34,13057,JJ,false,Sara Rousseau,Rousseau,1288066104249421835,Active,P,,R,,,,,3,5,3,1,sarano1028,false,RLN,,,,,,
35,12007,SLS,true,Ahab Ceeley,Ceeley,246419735254663179,GM Only,,,,,,,,,,,,.charls.,false,RLN,,,,,,
36,12016,SLS,true,Joey Tacoma,Tacoma,373927092225835010,GM Only,LF,,R,4,3,2,3,,,,,theloden,false,RLN,,,,,,
37,13025,SLS,false,Annabelle TheGlorious,TheGlorious,415686925173784577,Active,P,,R,,,,,4,4,3,1,i.frew.up,false,RLN,,,,,,
38,13044,SLS,false,Aurevoir Legs,Legs,142891478115549184,Retired,P,,L,,,,,4,4,3,1,aurevoirlegs,false,RLN,,,,,,
39,13060,SLS,false,Bud Weiser,Weiser,412072227706503169,Active,1B,C,R,3,4,4,1,,,,,Walkertxranger33,false,RLN,,,,,,
40,13038,SLS,false,C.S. Verdad,Verdad,417523709192962070,Active,3B,C,R,3,3,4,2,4,5,2,1,Jjoiner356,false,RLN,,,,,,
41,13040,SLS,false,Carter Kendall,Kendall,368503182130806784,Active,2B,C,R,3,3,1,5,4,3,3,2,joeyfg,false,RLN,,,,,,
42,13030,SLS,false,Dalan Howard,Howard,541750141585981460,Active,RF,,R,4,2,1,5,,,,,Tarmon2121,false,RLN,,,,,,
43,13052,SLS,false,Iceland Jeremiah Jones,Jeremiah Jones,505111811176267788,Active,CF,,L,5,1,1,5,,,,,kmax607,false,RLN,,,,,,
44,13016,SLS,false,Mac Dinger,Dinger,333705291944296449,Active,2B,UTIL,L,2,3,3,4,,,,,deltatango2700,false,RLN,,,,,,
45,13020,SLS,false,Ryder McGhee,McGhee,310213398874947584,Retired,1B,UTIL,L,3,4,4,1,,,,,fletchtopper,false,RLN,,,,,,
46,13046,SLS,false,Scott Huston,Huston,848269061329518603,Active,SS,UTIL,R,4,4,2,2,,,,,@realtrey19,false,RLN,,,,,,
47,13024,SLS,false,Skip Bellew,Bellew,558284546244739072,Active,LF,,L,4,2,4,2,,,,,Madball,false,RLN,,,,,,
48,13055,SLS,false,Slimothy James,James,308414882674638849,Active,2B,UTIL,R,4,3,2,3,,,,,Eggboi872,false,RLN,,,,,,
49,13005,SLS,false,Speed Shark,Shark,418204670486380554,Active,SS,C,R,3,4,1,4,,,,,speedshark,false,RLN,,,,,,
50,7041,SLS,false,Tyler Helman,Helman,828843487084150805,Active,P,,L,,,,,3,4,4,1,Chef Curry9457,false,RLN,,,,,,
51,13006,SLS,false,Xavier Lopez,Lopez,323992643929374721,Active,3B,UTIL,L,3,3,1,5,,,,,aid.f,false,RLN,,,,,,
52,13061,SLS,false,York Dundee,Dundee,1428241418350104726,Active,LF,,L,4,3,2,3,,,,,cr0c77,false,RLN,,,,,,
53,12014,TT,true,Sonny Wortzik,Wortzik,770420700740976640,GM Only,,,,,,,,,,,,tartonfink,false,RLN,,,,,,
54,9013,TT,true,Toastman,Toastman,478671938189918208,GM Only,,,,,,,,,,,,jtcmule,false,RLN,,,,,,
55,13034,TT,false,Alexander Duquense,Duquense,252546582631677962,Active,P,,R,,,,,2,4,5,1,benjamin_virginia,false,RLN,,,,,,
56,13056,TT,false,Calvin Briggs,Briggs,814229173316616222,Active,RF,,L,3,2,3,4,,,,,spiethimpediment,false,RLN,,,,,,
57,13010,TT,false,Cooper Simpson,Simpson,463361730534178816,Active,SS,UTIL,R,3,2,5,2,,,,,Deathstroke,false,RLN,,,,,,
58,13064,TT,false,Eight OEight,OEight,754058783168266251,Active,LF,,R,4,2,4,2,,,,,nasbase,false,RLN,,,,,,
59,12051,TT,false,Fat Lever,Lever,490935285736144896,Active,P,,L,,,,,3,3,3,3,chillsock,false,RLN,,,,,,
60,13050,TT,false,Graham Lowe,Lowe,167736580566417409,Active,2B,UTIL,R,4,2,4,2,,,,,Gramcrakr,false,RLN,,,,,,
61,13023,TT,false,Hamburger Pete Hamburg,Hamburg,228530271396298753,Active,3B,C,L,4,2,5,1,,,,,heathen7,false,RLN,,,,,,
62,13045,TT,false,Harry Richardson,Richardson,1492304559647752505,Active,3B,UTIL,L,2,1,5,4,,,,,Martini_Kyle,false,RLN,,,,,,
63,13007,TT,false,Jarek Park,Park,185579807260672000,Active,CF,,R,4,2,1,5,,,,,Calvino,false,RLN,,,,,,
64,13047,TT,false,Johnny Aardvark,Aardvark,804035469498122302,Active,SS,UTIL,L,3,3,3,3,,,,,tetntf,false,RLN,,,,,,
65,13029,TT,false,Mickey Scales,Scales,662464663019061248,Active,2B,UTIL,R,4,1,2,5,,,,,Nalex13,false,RLN,,,,,,
66,13028,TT,false,Mikey Reynolds,Reynolds,368921221582028801,Active,RF,,R,4,2,2,4,,,,,Altaine,false,RLN,,,,,,
67,13043,TT,false,Rabs Roland,Roland,549093477426790400,Active,C,CINF,L,2,5,4,1,,,,,XxRabscuttlexX,false,RLN,,,,,,
68,13035,TT,false,Rusty Hammerschlagen,Hammerschlagen,569909171294830632,Active,1B,C,R,3,4,4,1,,,,,TheComedian922,false,RLN,,,,,,
69,13058,TT,false,Spades Soul,Soul,133277333942566912,Active,CF,,R,4,2,3,3,,,,,SpadeTheSkeleton,false,RLN,,,,,,
165,13031,JJ,false,Gandalf Calrissian,Calrissian,1042753691813412955,Retired,3B,UTIL,R,3,2,4,3,,,,,Gandalf Calrissian,false,RLN,,,,,,
168,13008,JJ,false,Joshua Heflebower,Heflebower,576823216052502530,Retired,SS,C,R,3,1,5,3,,,,,leebauer,false,RLN,,,,,,
174,3048,SLS,true,Ryan Sir-Wondery,Sir-Wondery,223980930975399937,GM Only,,,,,,,,,,,,SoneRandomPerson#2533,false,RLN,,,,,,
208,,SMD,false,Belter Longorkia,Longorkia,,Active,C,COF,L,4,4,3,1,,,,,Flying Spaghetti Hitchens#6329,,MLN,1,,Belter,,true,1_1001
209,,SMD,false,Garitek,Garitek,,Active,C,CINF,R,4,4,3,1,,,,,GareDr333#5369,,MLN,1,,,,true,1_1002
210,,SMD,false,Buckeye Logan II,Logan,,Active,2B,UTIL,L,4,4,2,2,,,,,Buckeye Logan#4588,,MLN,1,II,Buckeye,,true,1_1003
211,,SMD,true,"Crawnick ""Pops"" Dongoria",Dongoria,,Active,3B,UTIL,R,3,3,5,1,,,,,timland33#8053,,MLN,1,,Crawnick,,true,1_1004
212,,VAN,false,Hes Nahstee,Nahstee,,Active,LF,,R,2,4,2,4,,,,,Snasty728#3480,,MLN,1,,Hes,,true,1_1005
213,,SMD,false,Smitty Hoppenscotch,Hoppenscotch,,Active,CF,,L,4,2,1,5,,,,,Natsochist#8041,,MLN,1,,Smitty,,true,1_1006
214,,SMD,false,Chris Robin,Robin,,Active,RF,,L,5,1,5,1,,,,,Lesath#2140,,MLN,1,,Chris,,true,1_1007
215,,SMD,false,Atlas Quin,Quin,,Active,P,,L,,,,,5,2,4,1,Pieanator#7542,,MLN,1,,Atlas,,true,1_1008
216,,SMD,false,Andrew Peters,Peters,,Active,P,,L,,,,,4,2,3,3,GoodMorningWood#8379,,MLN,1,,Andrew,,true,1_1009
217,,SMD,false,Madis Mickelson,Mickelson,,Active,P,,L,,,,,4,2,4,2,madis99 - Jays Gm#4415,,MLN,1,,Madis,,true,1_1010
218,,SMD,false,Duke Nukem,Nukem,,Active,1B,UTIL,R,3,2,5,2,,,,,DukeNukem#4009,,MLN,1,,Duke,,true,1_1011
219,,SMD,false,SirNose d'Voidoffunk,d'Voidoffunk,,Active,SS,UTIL,R,4,2,1,5,,,,,ghostelephant#6650,,MLN,1,,SirNose,,true,1_1012
220,,SMD,false,Kayle Stewart,Stewart,,Free Agent,CF,,L,3,2,4,3,,,,,peytonmarie#0013,,MLN,1,,Kaylee,,true,1_1013
221,,VAN,false,Bud Tuggli,Tuggli,,Active,C,CINF,L,3,4,4,1,,,,,c0ldspark#4686,,MLN,1,,Bud,,true,1_1014
222,,FA,false,Leche Galletitas Cigarillas de Culo,de Culo,,Free Agent,1B,UTIL,L,4,3,3,2,,,,,pianoboner44#8464,,MLN,1,,Leche,,true,1_1015
223,,VAN,false,Von Majica,Majica,,Active,2B,UTIL,R,3,2,5,2,,,,,vonmajica#3414,,MLN,1,,Von,,true,1_1016
224,,VAN,true,Joe Runzer,Runzer,,Retired,3B,UTIL,R,4,4,3,1,,,,,scumbagjoe11#2267,,MLN,1,,Joe,,true,1_1017
225,,FA,false,Lane Drew,Drew,,Retired,SS,UTIL,L,3,3,3,3,,,,,Stride#6211,,MLN,1,,Lane,,true,1_1018
226,,KYM,false,AJ Preller,Preller,,Active,SS,C,L,3,5,1,3,,,,,AJPRELLERAceGM#6672,,MLN,1,,AJ,,true,1_1019
227,,VAN,false,Pilate Mornicious,Mornicious,,Active,LF,,R,5,3,2,2,,,,,zenverak#3823,,MLN,1,,Pilate,,true,1_1020
228,,MAL,false,Q Kimbrel,Kimbrel,,Active,CF,,L,5,3,1,3,,,,,Q Kimbrel#8842,,MLN,1,,Q,,true,1_1021
229,,GHG,false,Chuck McCluster,McCluster,,Active,RF,,R,3,4,4,1,,,,,snipenberg#7197,,MLN,1,,Chuck,,true,1_1022
230,,FA,false,Dan Gerzone,Gerzone,,Hiatus,P,,R,,,,,4,2,4,2,Dan_Gerzone#5414,,MLN,1,,Dan,,true,1_1023
231,,VAN,false,Jordan Peppers,Peppers,,Active,P,,R,,,,,4,2,2,4,raptor152#0431,,MLN,1,,Jordan,,true,1_1024
232,,ACP,false,Charlie Yeager,Yeager,,Active,P,,L,,,,,4,3,3,2,EdgarLOLZ#5132,,MLN,1,,Charlie,,true,1_1025
233,,SUN,false,Angel Leon,Leon,,Active,P,,R,,,,,3,3,5,1,GK12303#1313,,MLN,1,,Angel,,true,1_1026
234,,SUN,false,Thomas Nova,Nova,,Active,P,,L,,,,,4,4,2,2,Daitryu#7669,,MLN,1,,Thomas,,true,1_1027
235,,SUN,false,Haraldo McKenzie,McKenzie,,Active,RF,,L,3,4,4,1,,,,,the_cashew#4555,,MLN,1,,Haraldo,,true,1_1028
236,,SUN,false,Lefty Louis,Louis,,Active,1B,UTIL,L,3,3,4,2,,,,,lewislewes#3447,,MLN,1,,Lefty,,true,1_1029
237,,FA,false,Remy Roy Darling,Darling,,Retired,2B,CINF,R,1,5,5,1,,,,,RonsDarling#9624,,MLN,1,,Remy Roy,,true,1_1030
238,,SUN,false,Mike Cal,Cal,,Active,2B,UTIL,L,5,2,2,3,,,,,Mcal02#2523,,MLN,1,,Mike,,true,1_1031
239,,SUN,true,Charlie Scott,Scott,,Active,3B,UTIL,R,4,4,1,3,,,,,SemiCharmedMike#9629,,MLN,1,,Charlie,,true,1_1032
240,,SUN,false,Daz Reference,Reference,,Active,SS,UTIL,R,5,2,4,1,,,,,Obscure_Reference#9129,,MLN,1,,Daz,,true,1_1033
241,,SUN,false,Jack Marnette,Marnette,,Active,LF,,R,5,2,2,3,,,,,jmarnette#1828,,MLN,1,,Jack,,true,1_1034
242,,SUN,false,Pete Wheeler,Wheeler,,Active,CF,,L,3,3,1,5,,,,,mcastagnaro30#2558,,MLN,1,,Pete,,true,1_1035
243,,VAN,false,Spike Suzuki,Suzuki,,Active,RF,,R,3,2,5,2,,,,,xbijin#3776,,MLN,1,,Spike,,true,1_1036
244,,SUN,false,CW Mitzel,Mitzel,,Active,RF,,L,5,3,3,1,,,,,cwmitzel#8185,,MLN,1,,CW,,true,1_1037
245,,CIN,true,JimBob Cooter,Cooter,,Retired,1B,UTIL,L,4,2,4,2,,,,,WowzersMcBrowzers#0688,,MLN,1,,JimBob,,true,1_1038
246,,CIN,false,Clive Babineaux,Babineaux,,Active,RF,,L,4,2,4,2,,,,,tanay002#5272,,MLN,1,,Clive,,true,1_1039
247,,LPJ,false,Joe Random,Random,,Active,C,CINF,R,3,4,4,1,,,,,,,MLN,1,,Joe,,true,1_1040
248,,LPJ,false,Barney Summers,Summers,,Active,C,CINF,L,5,5,1,1,,,,,CougMaster#8822,,MLN,1,,Barney,,true,1_1041
249,,LPJ,false,Dallas Houston,Houston,,Active,1B,C,R,3,3,5,1,,,,,mbless1415#6210,,MLN,1,,Dallas,,true,1_1042
250,,KYM,false,Tyler Palmatier,Palmatier,,Active,1B,UTIL,R,3,3,4,2,,,,,Jagsfootball51#3155,,MLN,1,,Tyler,,true,1_1043
251,,LPJ,false,John Fitz,Fitz,,Active,2B,UTIL,R,4,2,2,4,,,,,Yip Yip#9884,,MLN,1,,John,,true,1_1044
252,,LPJ,false,Duke McCracken,McCracken,,Active,3B,UTIL,R,4,2,4,2,,,,,Duke McCracken - 1B/3B#8637,,MLN,1,,Duke,,true,1_1045
253,,LPJ,true,Rabbi Chase,Chase,,Active,SS,UTIL,L,3,4,4,1,,,,,RabbiChase - The PumpJacker#6828,,MLN,1,,Rabbi,,true,1_1046
254,,LPJ,false,Ross Fire,Fire,,Active,SS,UTIL,R,4,2,2,4,,,,,,,MLN,1,,Ross,,true,1_1047
255,,LPJ,false,Spike McBride,McBride,,Active,LF,,R,3,2,4,3,,,,,,,MLN,1,,Spike,,true,1_1048
256,,LPJ,false,Dixie Wrecked,Wrecked,,Active,CF,,L,4,3,4,1,,,,,,,MLN,1,,Dixie,,true,1_1049
257,,LPJ,false,Joe Trundle,Trundle,,Active,RF,,R,2,3,5,2,,,,,,,MLN,1,,Joe,,true,1_1050
258,,LPJ,false,Superbone Threefinger,Threefinger,,Active,P,,R,,,,,4,4,1,3,23baseball3#3100,,MLN,1,,Superbone,,true,1_1051
259,,CIN,false,Zed Leona,Leona,,Active,C,CINF,R,5,4,2,1,,,,,Sleeper#2045,,MLN,1,,Zed,,true,1_1052
260,,HMH,false,Lindsanity,Lindsanity,,Active,1B,C,R,3,3,4,2,,,,,Phiask0#8137,,MLN,1,,,,true,1_1053
261,,HMH,false,Steve Hofbardozzi Jr.,Hofbardozzi,,Active,3B,UTIL,L,5,4,1,2,,,,,GeneticlyPerfct#0232,,MLN,1,Jr.,Steve,,true,1_1054
262,,HMH,true,Osmosis Jones,Jones,,Active,2B,UTIL,L,4,3,1,4,,,,,AdmiralJones42#6648,,MLN,1,,Osmosis,,true,1_1055
263,,HMH,false,Henrik Omega,Omega,,Active,3B,UTIL,L,5,1,5,1,,,,,Big Bossuru#1370,,MLN,1,,Henrik,,true,1_1056
264,,HMH,false,Rusty LaRue,LaRue,,Active,LF,,L,4,3,3,2,,,,,RustySports#1435,,MLN,1,,Rusty,,true,1_1057
265,,HMH,false,Herrera O'Doubles,O'Doubles,,Active,CF,,L,5,3,1,3,,,,,amazingcowmilk#9713,,MLN,1,,Herrera,,true,1_1058
266,,FA,false,Allen Kennedy,Kennedy,,Free Agent,RF,,L,5,3,1,3,,,,,JustANormalGuy52#7529,,MLN,1,,Allen,,true,1_1059
267,,HMH,false,Jay Bedia,Bedia,,Active,P,,L,,,,,4,3,3,2,jaybedia - P#8429,,MLN,1,,Jay,,true,1_1060
268,,HMH,false,Hudson Hildebrandt,Hildebrandt,,Active,P,,R,,,,,5,1,5,1,Hudson#0002,,MLN,1,,Hudson,,true,1_1061
269,,KYM,true,BB Bambino Jr.,Bambino,,Retired,C,CINF,R,5,5,1,1,,,,,BB#5029,,MLN,1,Jr.,BB,,true,1_1062
270,,KYM,false,Alex Yaxley,Yaxley,,Active,C,COF,R,3,4,4,1,,,,,BIGxM1KE#4625,,MLN,1,,Alex,,true,1_1063
271,,KYM,false,Dick Pole,Pole,,Active,1B,UTIL,R,3,3,5,1,,,,,Wblewis45#7778,,MLN,1,,Dick,,true,1_1064
272,,LPJ,false,Filthy Frank,Frank,,Active,1B,UTIL,L,4,4,2,2,,,,,CardsTricks42#4930,,MLN,1,,Filthy,,true,1_1065
273,,FA,false,Brohei Brohtani,Brohtani,,Retired,SS,UTIL,L,5,1,5,1,,,,,lotus#7477,,MLN,1,,Brohei,,true,1_1066
274,,KYM,false,Austin Schwartz,Schwartz,,Active,CF,,L,5,5,1,1,,,,,Cubzlover84#7820,,MLN,1,,Austin,,true,1_1067
275,,KYM,false,Jim Boeheim,Boeheim,,Active,RF,,R,3,2,5,2,,,,,Jim Boeheim#2353,,MLN,1,,Jim,,true,1_1068
276,,POR,true,Rub A. Chikin,Chikin,,Active,P,,L,,,,,4,3,4,1,rubachikin#8277,,MLN,1,,Rub A.,,true,1_1069
277,,KYM,false,Tommy Foxconn,Foxconn,,Active,P,,R,,,,,5,5,1,1,tbird4427#2032,,MLN,1,,Tommy,,true,1_1070
278,,BFB,false,Isaac Saffron,Saffron,,Active,C,CINF,L,3,5,1,3,,,,,izsaf#9638,,MLN,1,,Isaac,,true,1_1071
279,,BFB,false,Red Trapper,Trapper,,Active,1B,UTIL,L,2,4,4,2,,,,,Red Trapper#5937,,MLN,1,,Red,,true,1_1072
280,,BFB,false,Juan Diego De Las Rosas Jr.,De Las Rosas,,Active,2B,UTIL,R,5,3,1,3,,,,,Dancingtree444#4987,,MLN,1,Jr.,Juan Diego,,true,1_1073
281,,OAK,false,Donked McToad,McToad,,Active,LF,,R,2,2,5,3,,,,,donked#9307,,MLN,1,,Donked,,true,1_1074
282,,BFB,false,Robin Reynolds,Reynolds,,Active,3B,UTIL,R,3,3,4,2,,,,,Kekar (/u/Kekar29)#3461,,MLN,1,,Robin,,true,1_1075
283,,BFB,false,Fuzzy Dunlop,Dunlop,,Active,3B,UTIL,L,4,3,1,4,,,,,Fuzzy Dunlop#5733,,MLN,1,,Fuzzy,,true,1_1076
284,,BFB,false,Storm Johnson,Johnson,,Active,SS,UTIL,R,4,3,2,3,,,,,Storm Johnson (TB - SS)#8932,,MLN,1,,Storm,,true,1_1077
285,,SMD,false,Lawrence Wiseman,Wiseman,,Active,SS,UTIL,R,3,5,2,2,,,,,Inexite#5043,,MLN,1,,Lawrence,,true,1_1078
286,,KYM,false,Babatunde Oladotun,Oladotun,,Active,LF,,R,3,2,5,2,,,,,Babatunde Oladotun#6470,,MLN,1,,Babatunde,,true,1_1079
287,,BFB,true,Whitt Bass,Bass,,Retired,CF,,R,4,3,2,3,,,,,kickthepony#5274,,MLN,1,,Whitt,,true,1_1080
288,,FA,false,Dog Man,Man,,Retired,RF,,R,5,2,4,1,,,,,BIG_BARK#7634,,MLN,1,,Dog,,true,1_1081
289,,BFB,false,Basebally McBaseballface Jr.,McBaseballface,,Active,RF,,R,3,2,2,5,,,,,packattack#9827,,MLN,1,Jr.,Basebally,,true,1_1082
290,,BFB,false,Tony Smehrik,Smehrik,,Active,P,,L,,,,,3,5,3,1,liebz#0795,,MLN,1,,Tony,,true,1_1083
291,,BFB,false,Willoughby Hoose,Hoose,,Active,P,,L,,,,,4,3,4,1,Woozy_Woozle#3860,,MLN,1,,Willoughby,,true,1_1084
292,,BFB,false,Ed Turner,Turner,,Active,P,,R,,,,,3,4,3,2,Ed Turner [RHP]#5017,,MLN,1,,Ed,,true,1_1085
293,,HMH,false,George Ewell,Ewell,,Active,C,COF,R,4,5,2,1,,,,,emmae#0131,,MLN,1,,George,,true,1_1086
294,,ACP,false,Foxx Dashington,Dashington,,Active,C,CINF,R,1,5,5,1,,,,,theDashingFox#1492,,MLN,1,,Foxx,,true,1_1087
295,,ACP,false,Stan Mann,Mann,,Active,1B,UTIL,R,5,5,1,1,,,,,CelciusII#6336,,MLN,1,,Stan,,true,1_1088
296,,ACP,true,Jefferson Steelflex,Steelflex,,Active,2B,UTIL,L,4,2,1,5,,,,,Jeff Steelflex#2538,,MLN,1,,Jefferson,,true,1_1089
297,,ACP,false,James Pablano,Pablano,,Active,2B,UTIL,R,5,2,1,4,,,,,loco_pabs#0259,,MLN,1,,James,,true,1_1090
298,,ACP,false,Dougal McGoogol,McGoogol,,Active,3B,UTIL,R,4,2,1,5,,,,,mcgoogol#0111,,MLN,1,,Dougal,,true,1_1091
299,,ACP,false,Cody Omega,Omega,,Active,SS,UTIL,R,3,3,4,2,,,,,2SweetCharlieB#9979,,MLN,1,,Cody,,true,1_1092
300,,FA,false,Roy D. Cano,Cano,,Hiatus,LF,,R,4,3,3,2,,,,,Kaylub#0545,,MLN,1,,Roy D.,,true,1_1093
301,,ACP,false,Sleve McDichael,McDichael,,Active,LF,,R,5,1,5,1,,,,,SudsyGiraffe#4578,,MLN,1,,Sleve,,true,1_1094
302,,ACP,false,Steve Shurwin,Shurwin,,Active,CF,,R,4,3,2,3,,,,,rad2dbones#6469,,MLN,1,,Steve,,true,1_1095
303,,ACP,false,Justin Paglia,Paglia,,Active,RF,,L,4,2,3,3,,,,,pagsman96#1046,,MLN,1,,Justin,,true,1_1096
304,,SUN,false,Jameson Poe,Poe,,Active,P,,R,,,,,4,4,3,1,Toli820#2984,,MLN,1,,Jameson,,true,1_1097
305,,VAN,false,Kegs Mabry,Mabry,,Active,2B,C,L,3,1,5,3,,,,,kegs#5639,,MLN,1,,Kegs,,true,1_1098
306,,ACP,false,Baron Samedi,Samedi,,Active,P,,R,,,,,5,2,4,1,haunted#0371,,MLN,1,,Baron,,true,1_1099
307,,OAK,false,Antwan Zella,Zella,,Active,C,CINF,R,4,4,3,1,,,,,ando#0150,,MLN,1,,Antwan,,true,1_1100
308,,FA,false,Caleb VanVacter,VanVacter,,Hiatus,1B,UTIL,R,4,1,5,2,,,,,IdweAnquet#9674,,MLN,1,,Caleb,,true,1_1101
309,,OAK,false,Graham Otherie,Otherie,,Active,SS,UTIL,R,3,1,4,4,,,,,grahm03#0716,,MLN,1,,Graham,,true,1_1102
310,,BFB,false,Blue Moon Barthelemy,Barthelemy,,Active,LF,,R,4,2,3,3,,,,,thebubs1024#1024,,MLN,1,,Blue Moon,,true,1_1103
311,,OAK,false,Justin Dingers,Dingers,,Active,CF,,R,4,3,4,1,,,,,tcrain99#5271,,MLN,1,,Justin,,true,1_1104
312,,OAK,false,Grey Goose McGillicuddy,McGillicuddy,,Active,CF,,R,4,3,1,4,,,,,,,MLN,1,,Grey Goose,,true,1_1105
313,,OAK,false,Jay Schwizzle,Schwizzle,,Active,P,,R,,,,,4,4,2,2,hinoisking#7553,,MLN,1,,Jay,,true,1_1106
314,,MAL,true,Jared Sabor Jr.,Sabor,,Retired,RF,,R,5,5,1,1,,,,,Apex✦Sabor#3332,,MLN,1,Jr.,Jared,,true,1_1107
315,,GHG,false,Conor Sexton,Sexton,,Active,1B,UTIL,L,3,3,4,2,,,,,YoloSwaggins#8690,,MLN,1,,Conor,,true,1_1108
316,,GHG,true,Dominus Nominus,Nominus,,Active,LF,,R,3,1,5,3,,,,,steelermade28#8041,,MLN,1,,Dominus,,true,1_1109
317,,MAL,false,Boaty McBoatface,McBoatface,,Active,P,,R,,,,,4,2,3,3,Pilsner Moyersux - RHP#4221,,MLN,1,,Boaty,,true,1_1110
